image_filename,cluster_index,grid_path,grid_rows,grid_cols,box_x1,box_y1,box_y2,box_x2,center_x,center_y
dot_font_random_1.png,0,grid_7x5_cluster0_dot_font_random_1.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_1.png,1,grid_7x5_cluster1_dot_font_random_1.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_1.png,2,grid_7x5_cluster2_dot_font_random_1.png,7,5,560,40,280,640,600.0,160.0
dot_font_random_1.png,3,grid_7x5_cluster3_dot_font_random_1.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_1.png,4,grid_7x5_cluster4_dot_font_random_1.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_1.png,5,grid_7x5_cluster5_dot_font_random_1.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_10.png,0,grid_7x5_cluster0_dot_font_random_10.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_10.png,1,grid_7x5_cluster1_dot_font_random_10.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_10.png,2,grid_7x5_cluster2_dot_font_random_10.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_10.png,3,grid_7x5_cluster3_dot_font_random_10.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_10.png,4,grid_7x5_cluster4_dot_font_random_10.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_10.png,5,grid_7x5_cluster5_dot_font_random_10.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_100.png,0,grid_7x5_cluster0_dot_font_random_100.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_100.png,1,grid_7x5_cluster1_dot_font_random_100.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_100.png,2,grid_7x5_cluster2_dot_font_random_100.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_100.png,3,grid_7x5_cluster3_dot_font_random_100.png,7,5,800,40,280,880,840.0,160.0
dot_font_random_100.png,4,grid_7x5_cluster4_dot_font_random_100.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_100.png,5,grid_7x5_cluster5_dot_font_random_100.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_11.png,0,grid_7x5_cluster0_dot_font_random_11.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_11.png,1,grid_7x5_cluster1_dot_font_random_11.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_11.png,2,grid_7x5_cluster2_dot_font_random_11.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_11.png,3,grid_7x5_cluster3_dot_font_random_11.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_11.png,4,grid_7x5_cluster4_dot_font_random_11.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_11.png,5,grid_7x5_cluster5_dot_font_random_11.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_12.png,0,grid_7x5_cluster0_dot_font_random_12.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_12.png,1,grid_7x5_cluster1_dot_font_random_12.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_12.png,2,grid_7x5_cluster2_dot_font_random_12.png,7,5,560,40,280,640,600.0,160.0
dot_font_random_12.png,3,grid_7x5_cluster3_dot_font_random_12.png,7,5,800,40,280,880,840.0,160.0
dot_font_random_12.png,4,grid_7x5_cluster4_dot_font_random_12.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_12.png,5,grid_7x5_cluster5_dot_font_random_12.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_13.png,0,grid_7x5_cluster0_dot_font_random_13.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_13.png,1,grid_7x5_cluster1_dot_font_random_13.png,7,5,320,40,280,400,360.0,160.0
dot_font_random_13.png,2,grid_7x5_cluster2_dot_font_random_13.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_13.png,3,grid_7x5_cluster3_dot_font_random_13.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_13.png,4,grid_7x5_cluster4_dot_font_random_13.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_13.png,5,grid_7x5_cluster5_dot_font_random_13.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_14.png,0,grid_7x5_cluster0_dot_font_random_14.png,7,5,80,40,280,160,120.0,160.0
dot_font_random_14.png,1,grid_7x5_cluster1_dot_font_random_14.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_14.png,2,grid_7x5_cluster2_dot_font_random_14.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_14.png,3,grid_7x5_cluster3_dot_font_random_14.png,7,5,800,40,280,880,840.0,160.0
dot_font_random_14.png,4,grid_7x5_cluster4_dot_font_random_14.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_14.png,5,grid_7x5_cluster5_dot_font_random_14.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_15.png,0,grid_7x5_cluster0_dot_font_random_15.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_15.png,1,grid_7x5_cluster1_dot_font_random_15.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_15.png,2,grid_7x5_cluster2_dot_font_random_15.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_15.png,3,grid_7x5_cluster3_dot_font_random_15.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_15.png,4,grid_7x5_cluster4_dot_font_random_15.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_15.png,5,grid_7x5_cluster5_dot_font_random_15.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_16.png,0,grid_7x5_cluster0_dot_font_random_16.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_16.png,1,grid_7x5_cluster1_dot_font_random_16.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_16.png,2,grid_7x5_cluster2_dot_font_random_16.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_16.png,3,grid_7x5_cluster3_dot_font_random_16.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_16.png,4,grid_7x5_cluster4_dot_font_random_16.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_16.png,5,grid_7x5_cluster5_dot_font_random_16.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_17.png,0,grid_7x5_cluster0_dot_font_random_17.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_17.png,1,grid_7x5_cluster1_dot_font_random_17.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_17.png,2,grid_7x5_cluster2_dot_font_random_17.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_17.png,3,grid_7x5_cluster3_dot_font_random_17.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_17.png,4,grid_7x5_cluster4_dot_font_random_17.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_17.png,5,grid_7x5_cluster5_dot_font_random_17.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_18.png,0,grid_7x5_cluster0_dot_font_random_18.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_18.png,1,grid_7x5_cluster1_dot_font_random_18.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_18.png,2,grid_7x5_cluster2_dot_font_random_18.png,7,5,560,40,280,640,600.0,160.0
dot_font_random_18.png,3,grid_7x5_cluster3_dot_font_random_18.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_18.png,4,grid_7x5_cluster4_dot_font_random_18.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_18.png,5,grid_7x5_cluster5_dot_font_random_18.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_19.png,0,grid_7x5_cluster0_dot_font_random_19.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_19.png,1,grid_7x5_cluster1_dot_font_random_19.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_19.png,2,grid_7x5_cluster2_dot_font_random_19.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_19.png,3,grid_7x5_cluster3_dot_font_random_19.png,7,5,800,40,280,880,840.0,160.0
dot_font_random_19.png,4,grid_7x5_cluster4_dot_font_random_19.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_19.png,5,grid_7x5_cluster5_dot_font_random_19.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_2.png,0,grid_7x5_cluster0_dot_font_random_2.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_2.png,1,grid_7x5_cluster1_dot_font_random_2.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_2.png,2,grid_7x5_cluster2_dot_font_random_2.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_2.png,3,grid_7x5_cluster3_dot_font_random_2.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_2.png,4,grid_7x5_cluster4_dot_font_random_2.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_2.png,5,grid_7x5_cluster5_dot_font_random_2.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_20.png,0,grid_7x5_cluster0_dot_font_random_20.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_20.png,1,grid_7x5_cluster1_dot_font_random_20.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_20.png,2,grid_7x5_cluster2_dot_font_random_20.png,7,5,560,40,280,640,600.0,160.0
dot_font_random_20.png,3,grid_7x5_cluster3_dot_font_random_20.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_20.png,4,grid_7x5_cluster4_dot_font_random_20.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_20.png,5,grid_7x5_cluster5_dot_font_random_20.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_21.png,0,grid_7x5_cluster0_dot_font_random_21.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_21.png,1,grid_7x5_cluster1_dot_font_random_21.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_21.png,2,grid_7x5_cluster2_dot_font_random_21.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_21.png,3,grid_7x5_cluster3_dot_font_random_21.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_21.png,4,grid_7x5_cluster4_dot_font_random_21.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_21.png,5,grid_7x5_cluster5_dot_font_random_21.png,7,5,1280,40,280,1360,1320.0,160.0
dot_font_random_22.png,0,grid_7x5_cluster0_dot_font_random_22.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_22.png,1,grid_7x5_cluster1_dot_font_random_22.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_22.png,2,grid_7x5_cluster2_dot_font_random_22.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_22.png,3,grid_7x5_cluster3_dot_font_random_22.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_22.png,4,grid_7x5_cluster4_dot_font_random_22.png,7,5,1040,40,280,1120,1080.0,160.0
dot_font_random_22.png,5,grid_7x5_cluster5_dot_font_random_22.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_23.png,0,grid_7x5_cluster0_dot_font_random_23.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_23.png,1,grid_7x5_cluster1_dot_font_random_23.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_23.png,2,grid_7x5_cluster2_dot_font_random_23.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_23.png,3,grid_7x5_cluster3_dot_font_random_23.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_23.png,4,grid_7x5_cluster4_dot_font_random_23.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_23.png,5,grid_7x5_cluster5_dot_font_random_23.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_24.png,0,grid_7x5_cluster0_dot_font_random_24.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_24.png,1,grid_7x5_cluster1_dot_font_random_24.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_24.png,2,grid_7x5_cluster2_dot_font_random_24.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_24.png,3,grid_7x5_cluster3_dot_font_random_24.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_24.png,4,grid_7x5_cluster4_dot_font_random_24.png,7,5,1040,40,280,1120,1080.0,160.0
dot_font_random_24.png,5,grid_7x5_cluster5_dot_font_random_24.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_25.png,0,grid_7x5_cluster0_dot_font_random_25.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_25.png,1,grid_7x5_cluster1_dot_font_random_25.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_25.png,2,grid_7x5_cluster2_dot_font_random_25.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_25.png,3,grid_7x5_cluster3_dot_font_random_25.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_25.png,4,grid_7x5_cluster4_dot_font_random_25.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_25.png,5,grid_7x5_cluster5_dot_font_random_25.png,7,5,1280,40,280,1360,1320.0,160.0
dot_font_random_26.png,0,grid_7x5_cluster0_dot_font_random_26.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_26.png,1,grid_7x5_cluster1_dot_font_random_26.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_26.png,2,grid_7x5_cluster2_dot_font_random_26.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_26.png,3,grid_7x5_cluster3_dot_font_random_26.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_26.png,4,grid_7x5_cluster4_dot_font_random_26.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_26.png,5,grid_7x5_cluster5_dot_font_random_26.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_27.png,0,grid_7x5_cluster0_dot_font_random_27.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_27.png,1,grid_7x5_cluster1_dot_font_random_27.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_27.png,2,grid_7x5_cluster2_dot_font_random_27.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_27.png,3,grid_7x5_cluster3_dot_font_random_27.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_27.png,4,grid_7x5_cluster4_dot_font_random_27.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_27.png,5,grid_7x5_cluster5_dot_font_random_27.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_28.png,0,grid_7x5_cluster0_dot_font_random_28.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_28.png,1,grid_7x5_cluster1_dot_font_random_28.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_28.png,2,grid_7x5_cluster2_dot_font_random_28.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_28.png,3,grid_7x5_cluster3_dot_font_random_28.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_28.png,4,grid_7x5_cluster4_dot_font_random_28.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_28.png,5,grid_7x5_cluster5_dot_font_random_28.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_29.png,0,grid_7x5_cluster0_dot_font_random_29.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_29.png,1,grid_7x5_cluster1_dot_font_random_29.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_29.png,2,grid_7x5_cluster2_dot_font_random_29.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_29.png,3,grid_7x5_cluster3_dot_font_random_29.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_29.png,4,grid_7x5_cluster4_dot_font_random_29.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_29.png,5,grid_7x5_cluster5_dot_font_random_29.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_3.png,0,grid_7x5_cluster0_dot_font_random_3.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_3.png,1,grid_7x5_cluster1_dot_font_random_3.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_3.png,2,grid_7x5_cluster2_dot_font_random_3.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_3.png,3,grid_7x5_cluster3_dot_font_random_3.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_3.png,4,grid_7x5_cluster4_dot_font_random_3.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_3.png,5,grid_7x5_cluster5_dot_font_random_3.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_30.png,0,grid_7x5_cluster0_dot_font_random_30.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_30.png,1,grid_7x5_cluster1_dot_font_random_30.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_30.png,2,grid_7x5_cluster2_dot_font_random_30.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_30.png,3,grid_7x5_cluster3_dot_font_random_30.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_30.png,4,grid_7x5_cluster4_dot_font_random_30.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_30.png,5,grid_7x5_cluster5_dot_font_random_30.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_31.png,0,grid_7x5_cluster0_dot_font_random_31.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_31.png,1,grid_7x5_cluster1_dot_font_random_31.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_31.png,2,grid_7x5_cluster2_dot_font_random_31.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_31.png,3,grid_7x5_cluster3_dot_font_random_31.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_31.png,4,grid_7x5_cluster4_dot_font_random_31.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_31.png,5,grid_7x5_cluster5_dot_font_random_31.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_32.png,0,grid_7x5_cluster0_dot_font_random_32.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_32.png,1,grid_7x5_cluster1_dot_font_random_32.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_32.png,2,grid_7x5_cluster2_dot_font_random_32.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_32.png,3,grid_7x5_cluster3_dot_font_random_32.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_32.png,4,grid_7x5_cluster4_dot_font_random_32.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_32.png,5,grid_7x5_cluster5_dot_font_random_32.png,7,5,1280,40,280,1360,1320.0,160.0
dot_font_random_33.png,0,grid_7x5_cluster0_dot_font_random_33.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_33.png,1,grid_7x5_cluster1_dot_font_random_33.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_33.png,2,grid_7x5_cluster2_dot_font_random_33.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_33.png,3,grid_7x5_cluster3_dot_font_random_33.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_33.png,4,grid_7x5_cluster4_dot_font_random_33.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_33.png,5,grid_7x5_cluster5_dot_font_random_33.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_34.png,0,grid_7x5_cluster0_dot_font_random_34.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_34.png,1,grid_7x5_cluster1_dot_font_random_34.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_34.png,2,grid_7x5_cluster2_dot_font_random_34.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_34.png,3,grid_7x5_cluster3_dot_font_random_34.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_34.png,4,grid_7x5_cluster4_dot_font_random_34.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_34.png,5,grid_7x5_cluster5_dot_font_random_34.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_35.png,0,grid_7x5_cluster0_dot_font_random_35.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_35.png,1,grid_7x5_cluster1_dot_font_random_35.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_35.png,2,grid_7x5_cluster2_dot_font_random_35.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_35.png,3,grid_7x5_cluster3_dot_font_random_35.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_35.png,4,grid_7x5_cluster4_dot_font_random_35.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_35.png,5,grid_7x5_cluster5_dot_font_random_35.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_36.png,0,grid_7x5_cluster0_dot_font_random_36.png,7,5,80,40,280,160,120.0,160.0
dot_font_random_36.png,1,grid_7x5_cluster1_dot_font_random_36.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_36.png,2,grid_7x5_cluster2_dot_font_random_36.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_36.png,3,grid_7x5_cluster3_dot_font_random_36.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_36.png,4,grid_7x5_cluster4_dot_font_random_36.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_36.png,5,grid_7x5_cluster5_dot_font_random_36.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_37.png,0,grid_7x5_cluster0_dot_font_random_37.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_37.png,1,grid_7x5_cluster1_dot_font_random_37.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_37.png,2,grid_7x5_cluster2_dot_font_random_37.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_37.png,3,grid_7x5_cluster3_dot_font_random_37.png,7,5,800,40,280,880,840.0,160.0
dot_font_random_37.png,4,grid_7x5_cluster4_dot_font_random_37.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_37.png,5,grid_7x5_cluster5_dot_font_random_37.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_38.png,0,grid_7x5_cluster0_dot_font_random_38.png,7,5,40,40,280,200,120.0,160.0
dot_font_random_38.png,1,grid_7x5_cluster1_dot_font_random_38.png,7,5,280,40,280,440,360.0,160.0
dot_font_random_38.png,2,grid_7x5_cluster2_dot_font_random_38.png,7,5,520,40,280,680,600.0,160.0
dot_font_random_38.png,3,grid_7x5_cluster3_dot_font_random_38.png,7,5,760,40,280,920,840.0,160.0
dot_font_random_38.png,4,grid_7x5_cluster4_dot_font_random_38.png,7,5,1000,40,280,1160,1080.0,160.0
dot_font_random_38.png,5,grid_7x5_cluster5_dot_font_random_38.png,7,5,1240,40,280,1400,1320.0,160.0
dot_font_random_39.png,0,grid_7x5_cluster0_dot_font_random_39.png,7,5,40,40,280,200,120.0,160.0
